Date,Yellow,Red,Orange,Blue,Green,Brown,Total
2023-03-24,99790,1108455,784066,1292042,695562,496712,4476627
2023-03-25,88298,1030904,705628,1238814,645041,428873,4137558
2023-03-26,57810,747041,446655,862592,430049,255863,2800010
2023-03-27,97131,992468,740427,1150502,634273,462507,4077308
2023-03-28,97838,1011546,758346,1178065,652888,473998,4172681
2023-03-29,99388,1036024,765900,1201240,660668,479209,4242429
2023-03-30,98441,1028649,760395,1205661,651652,478756,4223554
2023-03-31,102596,1119942,783353,1318136,694967,490239,4509233
2023-04-01,64206,795993,491908,979328,442804,277567,3051806
2023-04-02,62706,893751,464199,920814,441072,288051,3070593
2023-04-03,64679,933692,474826,932658,443882,298975,3148712
2023-04-04,61808,846198,454872,906554,430524,274214,2974170
2023-04-05,53054,666982,388213,784193,363150,235068,2490660
2023-04-06,93130,1009851,718228,1146806,641567,449093,4058675
2023-04-07,98714,1083322,764756,1261978,694432,479409,4382611
2023-04-08,68472,936254,557092,1051984,532850,314750,3461402
2023-04-09,58214,810522,453790,862525,441034,256613,2882698
2023-04-10,96086,1021556,739142,1148888,631677,454392,4091741
2023-04-11,98038,1035232,759449,1172272,653711,471144,4189846
2023-04-12,98854,1046084,765100,1211049,667068,484254,4272409
2023-04-13,97833,1047520,759656,1209800,664750,476765,4256324
2023-04-14,101620,1144906,791406,1331376,713194,501552,4584054
2023-04-15,67298,902020,560046,1069290,523505,308584,3430743
2023-04-16,61551,876554,493549,932756,460622,277075,3102107
2023-04-17,95302,998554,729144,1143049,628348,445098,4039495
2023-04-18,96413,1020616,752947,1164276,650789,469528,4154569
2023-04-19,97507,995790,756876,1183764,651077,479848,4164862
2023-04-20,98044,997814,762620,1186666,653566,473286,4171996
2023-04-21,101737,1129619,792140,1322552,707439,496272,4549759
2023-04-22,71878,991866,588990,1112597,572901,333403,3671635
2023-04-23,60226,901276,478709,921814,475737,272128,3109890
2023-04-24,94952,977492,726679,1132278,627714,449073,4008188
2023-04-25,96572,1022480,753216,1163965,652879,469285,4158397
2023-04-26,97110,1013585,757658,1188988,658839,475886,4192066
2023-04-27,97596,1052262,763642,1204858,668560,480513,4267431
2023-04-28,103613,1158627,793707,1328334,714120,501600,4600001
2023-04-29,68708,1002006,573128,1086838,541854,340400,3612934
2023-04-30,61830,886828,490559,953932,475266,279770,3148185
2023-05-01,66662,895695,544016,965092,473736,324381,3269582
2023-05-02,95434,1027996,744671,1161886,645442,466083,4141512
2023-05-03,96240,1048709,758654,1186527,662384,475494,4228008
2023-05-04,95716,1061338,760932,1199995,667384,479570,4264935
2023-05-05,99878,1146598,790214,1332346,713806,505776,4588618
2023-05-06,68968,957450,574244,1132250,555506,339712,3628130
2023-05-07,54910,714849,440858,878882,425388,258239,2773126
2023-05-08,97398,972812,742275,1135279,633704,458096,4039564
2023-05-09,96812,1020723,753482,1168644,649392,473280,4162333
2023-05-10,98022,1040780,761168,1196296,657636,479275,4233177
2023-05-11,97186,1045042,757477,1215272,659442,480247,4254666
2023-05-12,102694,1148498,792190,1349044,713208,500695,4606329
2023-05-13,65389,848962,535722,1055903,506402,304889,3317267
2023-05-14,55820,750313,435902,863789,417780,245458,2769062
2023-05-15,95365,994828,725696,1135886,620754,446539,4019068
2023-05-16,96080,1018042,745847,1153464,643202,461842,4118477
2023-05-17,96490,1026412,750278,1170237,649125,467120,4159662
2023-05-18,95459,1030964,751120,1193663,656157,467231,4194594
2023-05-19,104215,1104663,808220,1344130,710348,497343,4568919
2023-05-20,68224,931620,573433,1132257,547454,334097,3587085
2023-05-21,60690,814354,474348,958616,462746,283952,3054706
2023-05-22,93900,984104,723409,1162732,622576,456170,4042891
2023-05-23,28821,985026,724853,1130660,633478,455549,3958387
2023-05-24,29470,1026808,737878,1170133,655136,470984,4090409
2023-05-25,29290,1032492,735113,1165038,657250,467252,4086435
2023-05-26,29903,1140575,765776,1291770,700360,485102,4413486
2023-05-27,21417,1012288,570980,1097262,566236,322331,3590514
2023-05-28,16964,825634,449238,891690,439327,255993,2878846
2023-05-29,27510,992762,701986,1119392,620352,445818,3907820
2023-05-30,28551,1011157,724713,1157540,649086,471321,4042368
2023-05-31,28898,950930,719353,1160158,627594,469814,3956747
2023-06-01,29194,984150,737269,1190712,642390,477364,4061079
2023-06-02,29812,1101346,759382,1309981,690886,502790,4394197
2023-06-03,20175,929156,545268,1026151,521016,308049,3349815
2023-06-04,15613,734859,414961,826761,400297,241759,2634250
2023-06-05,27712,977546,704866,1114354,614529,440370,3879377
2023-06-06,28364,1000440,723236,1137523,636731,460456,3986750
2023-06-07,28354,999112,721476,1147468,640826,464006,4001242
2023-06-08,28744,1006809,725364,1159943,642432,459825,4023117
2023-06-09,30071,1099393,753656,1270644,692050,476164,4321978
2023-06-10,20402,897674,544800,1067342,524714,310242,3365174
2023-06-11,16115,744364,432784,871562,434170,250552,2749547
2023-06-12,27954,967165,701904,1122426,612996,432344,3864789
2023-06-13,28391,1000588,719956,1152950,633428,453608,3988921
2023-06-14,28722,1010292,729282,1201210,648354,471699,4089559
2023-06-15,28976,1014337,730354,1207990,643194,463028,4087879
2023-06-16,29828,1047490,747048,1267210,665090,476274,4232940
2023-06-17,25446,958624,680218,1211560,624398,405008,3905254
2023-06-18,17133,752550,444396,866979,437850,248217,2767125
2023-06-19,27052,962548,683286,1120511,607074,429418,3829889
2023-06-20,27876,989008,704830,1155020,631401,440092,3948227
2023-06-21,28476,1027439,707584,1220773,642063,448760,4075095
2023-06-22,14148,645742,372356,746722,352948,215489,2347405
2023-06-23,16208,772538,407644,839715,383318,237820,2657243
2023-06-24,16374,788694,440093,907132,437762,250097,2840152
2023-06-25,14588,698190,391609,793042,375014,222382,2494825
2023-06-26,26698,945864,669590,1105010,596656,418536,3762354
2023-06-27,27482,972765,693200,1138659,623422,440497,3896025
2023-06-28,27836,983107,703338,1157858,635404,446529,3954072
2023-06-29,28522,1001974,713578,1180119,648508,451317,4024018
2023-06-30,30249,1100619,749368,1317336,702186,482750,4382508
2023-07-01,19445,895443,530198,1053349,520605,300752,3319792
2023-07-02,16004,758380,430470,874510,430292,245326,2754982
2023-07-03,27512,983742,685886,1143468,628002,428145,3896755
2023-07-04,27990,992566,700510,1170210,647776,445891,3984943
2023-07-05,28089,1002072,712272,1192696,674404,450655,4060188
2023-07-06,28330,997519,703822,1199630,656691,447406,4033398
2023-07-07,29481,1061140,723742,1298499,690060,462930,4265852
2023-07-08,20032,905998,533758,1121428,520526,316558,3418300
2023-07-09,16021,748618,430496,916372,428072,250370,2789949
2023-07-10,27370,954918,675119,1160542,621335,426849,3866133
2023-07-11,27883,973810,693112,1165464,636334,437628,3934231
2023-07-12,28478,1000546,712872,1197885,674609,448086,4062476
2023-07-13,27906,999428,706750,1207710,656326,449478,4047598
2023-07-14,29669,1114348,739951,1334118,700798,475384,4394268
2023-07-15,20274,955752,545137,1119769,537632,311152,3489716
2023-07-16,16684,859189,455222,941232,455460,254294,2982081
2023-07-17,26980,974152,677008,1155188,622450,429182,3884960
2023-07-18,27938,983884,703714,1178522,652292,447480,3993830
2023-07-19,28628,1010735,716944,1207388,683802,456562,4104059
2023-07-20,28530,1002092,704618,1200530,652827,451902,4040499
2023-07-21,29432,1080090,731440,1311933,697887,468302,4319084
2023-07-22,19835,874810,528796,1113188,511488,311904,3360021
2023-07-23,16099,764032,436244,941637,434952,259886,2852850
2023-07-24,27168,972596,679180,1158974,622714,431488,3892120
2023-07-25,28154,1007406,708622,1194870,649042,452926,4041020
2023-07-26,26468,889195,666588,1090630,595495,421907,3690283
2023-07-27,26052,936904,669041,1116756,603356,418927,3771036
2023-07-28,29201,1105542,732922,1308446,688984,467102,4332197
2023-07-29,20172,988940,546008,1107246,536100,316282,3514748
2023-07-30,16275,832590,436956,911755,435839,254064,2887479
2023-07-31,27379,1024342,692575,1171780,632501,435637,3984214
2023-08-01,28306,985104,713782,1175665,644172,450530,3997559
2023-08-02,28484,985783,713970,1189478,655789,456110,4029614
2023-08-03,6312,254856,174044,325023,167038,84186,1011459
2023-08-04,29152,1063138,725714,1274376,682925,453196,4228501
2023-08-05,20920,901814,555134,1102465,536689,306190,3423212
2023-08-06,16463,793681,449724,925537,449831,258164,2893400
2023-08-07,27598,1013832,697142,1192898,641282,440374,4013126
2023-08-08,27864,1015774,710378,1190850,650530,451100,4046496
2023-08-09,28551,1047864,734258,1234898,691010,460134,4196715
2023-08-10,29080,1027955,737024,1252348,669046,464770,4180223
2023-08-11,29766,1095352,745470,1336498,715834,476094,4399014
2023-08-12,20438,953540,566332,1155235,587730,319628,3602903
2023-08-13,17128,837366,465896,970343,485252,263082,3039067
2023-08-14,27750,1014340,699552,1195611,642609,437568,4017430
2023-08-15,28780,1039899,722785,1221889,665080,458003,4136436
2023-08-16,27888,989654,711306,1194402,667242,449259,4039751
2023-08-17,28656,1020373,713784,1216392,659956,452652,4091813
2023-08-18,29868,1152789,746156,1324207,707818,467552,4428390
2023-08-19,21074,1017660,571886,1155403,552318,324098,3642439
2023-08-20,17210,878078,490443,988194,490755,259020,3123700
2023-08-21,27545,1013050,689402,1190288,641148,432498,3993931
2023-08-22,28194,1029766,713290,1235294,664422,437311,4108277
2023-08-23,28549,1028172,715582,1250794,663638,464811,4151546
2023-08-24,28884,1032706,714938,1276304,664595,462394,4179821
2023-08-25,29280,1098639,736884,1371442,694831,476356,4407432
2023-08-26,20002,937122,561258,1119427,520354,312468,3470631
2023-08-27,16794,814085,450276,905830,433072,246690,2866747
2023-08-28,27506,980767,685840,1170387,634257,425062,3923819
2023-08-29,27804,974945,692648,1169957,644286,440022,3949662
2023-08-30,27584,949720,699786,1137662,636861,446376,3897989
2023-08-31,28276,986867,721724,1218912,656638,467861,4080278
2023-09-01,30060,1087422,751676,1291815,700310,479506,4340789
2023-09-02,18370,783244,484260,961259,464472,264441,2976046
2023-09-03,12651,548116,333894,677296,329426,182370,2083753
2023-09-04,28472,945776,708886,1115198,639038,435691,3873061
2023-09-05,29175,1016136,736988,1190077,668588,465741,4106705
2023-09-06,29860,1029470,742358,1248614,676736,489249,4216287
2023-09-07,30076,1048214,752292,1277524,682942,487630,4278678
2023-09-08,31123,1136862,776980,1383510,721994,500096,4550565
2023-09-09,20835,993058,583692,1140894,575592,326944,3641015
2023-09-10,17262,870641,468986,933552,467208,268476,3026125
2023-09-11,29623,1024734,740668,1170108,655120,463749,4084002
2023-09-12,30266,1042564,760410,1196322,672944,481803,4184309
2023-09-13,30578,1050896,764258,1208082,679214,484506,4217534
2023-09-14,30470,1054349,763004,1222760,680080,483638,4234301
2023-09-15,31988,1164052,803688,1364998,733642,511544,4609912
2023-09-16,22239,1016130,601830,1249584,580727,357910,3828420
2023-09-17,17380,854839,473068,992993,460562,274500,3073342
2023-09-18,29714,1018333,739526,1171909,650030,465466,4074978
2023-09-19,30574,1045426,761485,1198947,675578,481336,4193346
2023-09-20,30887,1066219,768279,1243370,689457,493720,4291932
2023-09-21,30944,1062076,767416,1218778,682862,483032,4245108
2023-09-22,31859,1138508,790732,1313964,725976,502488,4503527
2023-09-23,27477,1069518,712842,1277038,678215,433069,4198159
2023-09-24,18757,833296,470686,942772,481003,267275,3013789
2023-09-25,30274,1034137,747134,1189505,662825,466371,4130246
2023-09-26,31956,1085668,776742,1231874,693522,487590,4307352
2023-09-27,32642,1106745,790994,1268622,710438,498844,4408285
2023-09-28,33139,1167718,778722,1335932,715346,504984,4535841
2023-09-29,19646,802860,440761,871912,418226,237644,2791049
2023-09-30,21218,872461,480216,942650,462098,263244,3041887
2023-10-01,18020,785303,421501,867210,405684,232942,2730660
2023-10-02,30427,1041331,744917,1168844,652688,463934,4102141
2023-10-03,31624,1043817,771219,1196750,677100,485100,4205610
2023-10-04,32090,994312,768438,1180786,674060,479210,4128896
2023-10-05,31783,998148,761481,1167112,678162,474326,4111012
2023-10-06,33158,1172048,798868,1341716,743256,504684,4593730
2023-10-07,22565,956278,547302,1194022,540366,302540,3563073
2023-10-08,21342,887746,472872,995497,488832,265332,3131621
2023-10-09,22540,884936,478226,980370,495273,266085,3127430
2023-10-10,17398,765055,421331,843101,430332,237191,2714408
2023-10-11,31103,1056666,759794,1197126,677175,475910,4197774
2023-10-12,31564,1080066,768478,1230388,688364,487454,4286314
2023-10-13,32233,1176250,797899,1341598,741250,512070,4601300
2023-10-14,23240,1021207,587574,1189025,579304,348007,3748357
2023-10-15,18806,883851,475880,964835,481296,284862,3109530
2023-10-16,30504,1037924,743864,1177765,657150,466688,4113895
2023-10-17,31470,1083922,773192,1218928,687542,491218,4286272
2023-10-18,32226,1095088,776719,1260317,702497,501758,4368605
2023-10-19,31648,1099626,777160,1272458,706292,498525,4385709
2023-10-20,33408,1197006,814634,1396395,771552,520873,4733868
2023-10-21,23172,1040644,600980,1177566,612184,338426,3792972
2023-10-22,18857,936212,488214,965941,516111,272712,3198047
2023-10-23,30541,1056797,746302,1197610,672914,474668,4178832
2023-10-24,31122,1078590,766004,1216280,684164,486636,4262796
2023-10-25,31774,1092946,774974,1252812,695477,495563,4343546
2023-10-26,31702,1100742,774233,1262502,700034,496814,4366027
2023-10-27,32462,1191605,804002,1398544,755090,516391,4698094
2023-10-28,23367,1019206,587710,1282192,581260,323160,3816895
2023-10-29,19046,854330,475919,961958,479524,262308,3053085
2023-10-30,30795,1040966,745950,1193928,659114,472462,4143215
2023-10-31,31430,1075083,770255,1219447,689417,486988,4272620
2023-11-01,31118,1077726,768176,1220124,685964,487969,4271077
2023-11-02,30874,1083388,772594,1232603,686985,491153,4297597
2023-11-03,32789,1209092,808004,1391468,741520,526240,4709113
2023-11-04,23195,1087296,607226,1222852,600050,375224,3915843
2023-11-05,19016,923634,491556,995611,483446,291104,3204367
2023-11-06,30146,1036906,740748,1207406,650582,466344,4132132
2023-11-07,30989,1069643,768682,1208650,681016,483668,4242648
2023-11-08,31348,1085844,776236,1230926,686680,490784,4301818
2023-11-09,31576,1103636,781126,1272434,690014,510828,4389614
2023-11-10,32820,1224650,810458,1420934,740998,533396,4763256
2023-11-11,25169,1072062,632934,1316966,597938,380648,4025717
2023-11-12,19544,883960,490184,1047988,479704,293533,3214913
2023-11-13,30199,1044196,744297,1221638,661602,479664,4181596
2023-11-14,31394,1077648,778263,1253810,682921,498655,4322691
2023-11-15,31434,1118166,785146,1284923,696315,508596,4424580
2023-11-16,31987,1099148,784064,1283108,697774,506324,4402405
2023-11-17,33388,1222962,821164,1486826,750987,547785,4863112
2023-11-18,24839,1060456,636344,1382345,608470,395297,4107751
2023-11-19,19594,923241,499576,1126990,481832,324713,3375946
2023-11-20,30512,1068616,753344,1277298,663202,500697,4293669
2023-11-21,31228,1098762,773956,1233546,698378,490479,4326349
2023-11-22,31249,1111244,778931,1249694,698378,493038,4362534
2023-11-23,31388,1132820,781550,1266738,705528,494787,4412811
2023-11-24,32968,1236082,810302,1423364,750982,519214,4772912
2023-11-25,23273,1055777,595820,1263118,589050,344602,3871640
2023-11-26,18605,858606,468163,997042,456000,267496,3065912
2023-11-27,30360,1061952,748456,1209574,660200,469569,4180111
2023-11-28,31468,1110547,775874,1234256,692440,487419,4332004
2023-11-29,31550,1129244,783826,1252054,699536,492845,4389055
2023-11-30,32128,1113116,791900,1302565,710310,512263,4462282
2023-12-01,33824,1216419,822749,1447890,755152,529026,4805060
2023-12-02,23677,1078194,617896,1335140,605438,344646,4004991
2023-12-03,19886,951049,507265,1136619,504126,281754,3400699
2023-12-04,32356,1022290,760790,1220174,659962,476062,4171634
2023-12-05,32276,1090360,786345,1251598,695604,489696,4345879
2023-12-06,32442,1086647,790667,1278652,704206,497158,4389772
2023-12-07,31924,1162839,796590,1317548,718036,508358,4535295
2023-12-08,33960,1281328,839450,1515002,770444,539316,4979500
2023-12-09,26196,1171202,666101,1502652,662562,368990,4397703
2023-12-10,21082,1006828,525706,1207044,537612,306422,3604694
2023-12-11,30284,1081856,744888,1251991,675002,475900,4259921
2023-12-12,31334,1102986,783338,1273594,702618,494794,4388664
2023-12-13,31886,1118515,786556,1289585,707320,497504,4431366
2023-12-14,32055,1150000,791140,1313789,707904,504480,4499368
2023-12-15,33822,1271190,830432,1482414,772440,531712,4922010
2023-12-16,25254,1078276,634579,1427647,630248,358010,4154014
2023-12-17,19947,897924,511366,1140293,537792,289584,3396906
2023-12-18,31034,1102573,764156,1258073,678760,480696,4315292
2023-12-19,32174,1109824,786234,1275351,701320,494316,4399219
2023-12-20,32393,1115908,794952,1308770,717927,503943,4473893
2023-12-21,32604,1110738,794662,1329872,723721,509080,4500677
2023-12-22,33671,1230531,837132,1471554,783326,529697,4885911
2023-12-23,24682,1101554,640492,1423421,639574,361720,4191443
2023-12-24,19655,927680,514348,1208620,516956,290724,3477983
2023-12-25,30583,1153466,761918,1352838,704899,488590,4492294
2023-12-26,32230,1149466,797338,1303720,720638,507556,4510948
2023-12-27,32530,1158638,804363,1322330,728704,512868,4559433
2023-12-28,33024,1141332,807397,1337366,730000,512208,4561327
2023-12-29,33576,1251946,828260,1463745,772128,530587,4880242
2023-12-30,22412,1040341,586043,1261326,581902,340844,3832868
2023-12-31,26656,1352011,599966,1494140,600702,367106,4440581
2024-01-01,1488,96940,46694,114164,33884,23500,316670
